Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,ChargeDifference,ServiceCount,TenureGroup,ChargeGroup,ContractRisk,ElectronicPayment,HasTechSupport,HasOnlineSecurity
Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,91.86,5997.7,No,92.27230769230769,-0.41230769230769226,5,Loyal,High,2,0,0,1
Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.49,381.65,No,22.45,-2.960000000000001,0,Developing,Low,0,0,0,0
Female,1,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,70.78,4290.55,No,69.20241935483871,1.5775806451612908,5,Loyal,High,0,0,0,1
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.53,3979.29,No,55.267916666666665,0.26208333333333655,3,Loyal,Medium,2,1,0,0
Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,78.56,4385.73,No,79.74054545454544,-1.1805454545454381,2,Loyal,High,2,0,0,0
Female,1,Yes,No,65,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,57.99,3838.88,No,59.05969230769231,-1.069692307692307,0,Loyal,Medium,2,0,0,0
Male,1,No,No,54,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,74.3,4114.28,No,76.19037037037036,-1.8903703703703627,4,Loyal,High,2,0,0,1
Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.45,1350.39,No,30.69068181818182,-0.24068181818181955,1,Established,Low,2,1,0,0
Male,0,Yes,No,55,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.13,3703.94,No,67.34436363636364,0.7856363636363568,1,Loyal,Medium,2,1,0,1
Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,23.74,1710.4,No,24.434285714285714,-0.6942857142857157,1,Loyal,Low,2,0,0,0
Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.42,1442.74,No,32.789545454545454,-0.3695454545454524,1,Established,Low,2,1,0,0
Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,75.1,3792.59,No,75.8518,-0.7518000000000029,2,Loyal,High,0,1,0,0
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,30.42,33.7,No,5.616666666666667,24.803333333333335,1,New,Low,1,0,0,0
Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.33,5693.67,No,81.33814285714286,-0.008142857142857451,3,Loyal,High,2,0,0,0
Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,74.34,4197.28,No,74.95142857142856,-0.6114285714285614,3,Loyal,High,2,0,0,0
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,105.17,1262.51,No,105.20916666666666,-0.039166666666659467,6,New,Very High,0,1,1,1
Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.32,626.33,Yes,29.8252380952381,0.4947619047619014,1,Developing,Low,2,1,0,0
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,92.43,1560.81,No,91.81235294117647,0.6176470588235361,5,Developing,High,0,1,0,1
Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,99.86,2326.67,No,96.94458333333334,2.9154166666666583,5,Developing,High,2,0,0,1
Female,1,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,67.93,4416.56,No,69.00875,-1.0787499999999994,5,Loyal,Medium,0,0,0,1
Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,39.84,1331.09,No,39.14970588235294,0.6902941176470634,2,Established,Low,2,0,0,0
Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card,82.47,2355.7,No,75.99032258064516,6.479677419354843,4,Established,High,0,0,0,0
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,87.69,4949.48,No,86.83298245614034,0.857017543859655,4,Loyal,High,2,0,0,1
Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,80.83,2121.29,No,78.5662962962963,2.2637037037036976,3,Established,High,0,1,1,0
Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,73.05,4649.2,No,72.64375,0.40625,2,Loyal,High,1,0,0,0
Male,0,No,Yes,55,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,39.46,2118.52,No,38.51854545454545,0.9414545454545475,1,Loyal,Low,2,0,0,1
Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,87.59,1655.45,No,87.12894736842105,0.4610526315789514,4,Developing,High,1,0,0,1
Female,0,No,No,46,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,69.3,3203.61,No,69.64369565217392,-0.3436956521739205,5,Established,Medium,2,0,0,1
Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,59.22,2009.38,No,57.41085714285715,1.8091428571428523,3,Established,Medium,2,0,0,0
Female,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,62.96,1578.16,No,63.126400000000004,-0.166400000000003,4,Established,Medium,2,0,1,0
Female,0,No,No,66,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,83.08,5536.44,No,83.88545454545454,-0.8054545454545377,3,Loyal,High,1,1,0,1
Male,1,Yes,No,29,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,46.02,1306.07,No,45.03689655172413,0.9831034482758696,2,Established,Medium,0,0,0,1
Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,82.22,792.74,Yes,88.08222222222223,-5.862222222222229,3,New,High,2,0,0,1
Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,33.2,1101.87,No,36.729,-3.5289999999999964,2,Established,Low,1,0,0,0
Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,86.88,3226.03,No,84.89552631578948,1.9844736842105135,4,Established,High,0,0,0,0
Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.29,286.55,No,28.655,-2.365000000000002,2,New,Low,1,0,0,0
Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.84,5068.21,No,93.85574074074074,-3.015740740740739,4,Loyal,High,2,0,0,0
Male,0,Yes,Yes,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,50.54,878.42,No,51.67176470588235,-1.131764705882354,2,Developing,Medium,2,0,0,0
Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,86.11,536.67,Yes,76.66714285714285,9.44285714285715,4,New,High,2,1,0,1
Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,99.29,3911.4,Yes,100.29230769230769,-1.0023076923076815,4,Established,High,2,0,0,1
Male,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.69,234.84,No,19.57,1.120000000000001,0,New,Low,2,0,0,0
Male,0,Yes,No,57,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,44.86,2455.73,No,43.08298245614035,1.7770175438596496,1,Loyal,Medium,1,0,1,0
Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.87,110.78,No,22.156,2.714000000000002,1,New,Low,1,0,0,0
Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,82.7,2472.04,No,79.7432258064516,2.956774193548398,3,Established,High,1,0,0,0
Male,1,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,19.55,18.0,No,4.5,15.05,0,New,Low,2,0,0,0
Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.69,1460.72,Yes,52.16857142857143,-2.478571428571435,2,Established,Medium,2,1,0,0
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card,87.36,5753.27,No,84.60691176470588,2.753088235294115,4,Loyal,High,1,0,0,0
Male,0,Yes,No,47,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,68.9,3350.05,No,71.27765957446809,-2.3776595744680833,4,Established,Medium,2,0,0,0
Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.31,1305.58,No,33.476410256410254,-1.166410256410252,2,Established,Low,0,0,0,0
Male,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.23,974.33,Yes,81.19416666666667,-9.96416666666667,6,New,High,2,1,0,1
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.27,1864.44,No,81.06260869565217,-5.792608695652177,1,Developing,High,2,1,0,0
Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.12,2697.28,No,96.33142857142857,-3.21142857142857,4,Established,High,1,1,1,0
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,80.28,3337.51,No,79.46452380952381,0.8154761904761898,3,Established,High,1,1,0,0
Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,86.23,1243.85,Yes,82.92333333333333,3.306666666666672,3,Developing,High,2,1,1,0
Male,1,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,77.44,5584.77,No,77.56625000000001,-0.12625000000001307,3,Loyal,High,1,0,0,0
Male,0,Yes,No,47,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,51.19,2485.45,Yes,52.881914893617015,-1.6919148936170174,3,Established,Medium,2,0,0,0
Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,87.14,2155.67,No,93.72478260869566,-6.584782608695662,5,Developing,High,2,0,1,1
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.99,594.55,Yes,66.0611111111111,8.928888888888892,2,New,High,2,0,0,0
Female,1,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer,69.99,3074.49,No,71.49976744186046,-1.5097674418604612,1,Established,Medium,1,0,0,0
Female,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card,57.97,1916.21,No,58.0669696969697,-0.09696969696970115,4,Established,Medium,1,0,0,1
Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.25,3592.63,No,73.31897959183674,-0.06897959183673663,2,Loyal,High,2,1,0,1
Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,31.21,1394.06,No,32.42,-1.2100000000000009,2,Established,Low,1,0,0,0
Male,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,35.93,1482.75,No,31.54787234042553,4.3821276595744685,2,Established,Low,1,0,0,0
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,35.46,2165.35,No,35.497540983606555,-0.037540983606554335,2,Loyal,Low,2,0,0,0
Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.55,3797.97,No,99.94657894736842,2.6034210526315746,6,Established,Very High,2,0,1,1
Male,0,Yes,Yes,53,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,44.0,2390.79,No,45.109245283018865,-1.1092452830188648,2,Loyal,Medium,2,0,0,1
Male,1,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,93.52,2456.56,Yes,94.48307692307692,-0.963076923076926,4,Established,High,2,0,1,0
Male,0,No,No,68,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,64.54,4524.24,No,66.53294117647059,-1.9929411764705804,4,Loyal,Medium,0,1,1,0
Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,91.83,2874.51,No,95.81700000000001,-3.987000000000009,5,Established,High,0,1,0,1
Male,0,No,No,49,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,56.51,2720.78,No,55.5261224489796,0.9838775510203988,3,Loyal,Medium,2,0,0,0
Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.3,2635.71,No,36.607083333333335,-0.30708333333333826,2,Loyal,Low,2,1,0,0
Male,0,Yes,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.01,1429.29,No,54.972692307692306,-4.962692307692308,1,Established,Medium,2,1,0,0
Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.78,420.66,No,52.5825,-4.802500000000002,3,New,Medium,2,1,1,0
Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,33.14,621.35,No,36.550000000000004,-3.4100000000000037,2,Developing,Low,2,0,0,0
Male,1,Yes,No,18,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,66.73,1333.44,No,74.08,-7.349999999999994,4,Developing,Medium,2,0,0,0
Male,1,No,No,5,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,50.26,370.95,Yes,74.19,-23.93,2,New,Medium,2,0,0,1
Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.09,3781.43,No,94.53575,-0.44574999999998965,5,Established,High,2,0,1,1
Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,21.47,517.8,No,25.889999999999997,-4.419999999999998,1,Developing,Low,2,0,0,0
Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.0,530.09,Yes,75.72714285714287,-10.727142857142866,4,New,Medium,2,0,0,0
Female,1,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.43,1042.81,Yes,104.28099999999999,-13.850999999999985,5,New,High,2,0,1,1
Female,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,61.43,1240.38,No,62.019000000000005,-0.5890000000000057,4,Developing,Medium,2,0,1,0
Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,86.43,2438.67,Yes,90.32111111111111,-3.891111111111101,3,Established,High,2,1,0,1
Female,0,No,No,71,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,56.5,3983.43,No,56.10464788732394,0.39535211267605774,3,Loyal,Medium,2,0,0,1
Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,85.57,4406.22,No,86.3964705882353,-0.8264705882353098,4,Loyal,High,0,0,0,0
Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,101.83,5371.9,No,103.30576923076923,-1.475769230769231,5,Loyal,Very High,2,0,1,0
Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.79,1550.15,No,31.003,-1.213000000000001,1,Loyal,Low,1,1,0,0
Male,1,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,89.64,5229.73,No,90.16775862068965,-0.527758620689653,4,Loyal,High,2,1,0,0
Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.47,1601.37,Yes,69.62478260869565,-0.15478260869565474,1,Developing,Medium,2,0,0,0
Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.3,793.42,Yes,99.1775,-7.877499999999998,5,New,High,2,1,0,0
Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card,47.64,1809.9,No,48.91621621621622,-1.2762162162162198,2,Established,Medium,1,0,1,0
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,40.31,54.89,Yes,54.89,-14.579999999999998,1,New,Medium,0,0,0,0
Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.66,1270.4,Yes,79.4,-3.740000000000009,2,Developing,High,2,0,0,0
Female,0,No,Yes,55,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,51.94,2742.53,No,49.86418181818182,2.0758181818181782,3,Loyal,Medium,2,0,0,0
Male,0,No,No,37,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,56.6,2133.67,No,57.66675675675676,-1.0667567567567602,2,Established,Medium,1,0,0,0
Female,0,No,No,50,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.3,4033.88,No,80.6776,2.622399999999999,4,Loyal,High,2,1,0,0
Female,0,Yes,No,37,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,61.43,2207.44,Yes,59.660540540540545,1.7694594594594548,3,Established,Medium,2,0,0,0
Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,61.66,2497.89,No,62.44725,-0.7872500000000002,4,Established,Medium,0,1,0,0
Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,90.54,1992.67,Yes,90.5759090909091,-0.03590909090908667,4,Developing,High,2,0,0,0
Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,81.38,1171.49,No,73.218125,8.161874999999995,4,Developing,High,2,0,0,0
Female,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.44,1134.86,No,59.72947368421052,7.71052631578948,5,Developing,Medium,2,1,0,0
Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,72.91,4205.49,No,72.50844827586207,0.4015517241379314,2,Loyal,High,2,0,0,0
Male,0,Yes,No,71,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer,46.0,3124.3,No,44.00422535211268,1.9957746478873233,1,Loyal,Medium,0,0,0,0
Male,1,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.97,31.19,No,5.198333333333333,17.771666666666665,1,New,Low,2,0,0,0
Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,85.8,3301.49,No,84.65358974358973,1.1464102564102632,3,Established,High,2,0,1,0
Female,1,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,88.9,3094.5,No,91.01470588235294,-2.1147058823529363,4,Established,High,2,0,0,0
Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,86.74,3464.34,No,84.49609756097561,2.2439024390243816,4,Established,High,2,0,0,1
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.18,1242.59,No,73.0935294117647,10.0864705882353,4,Developing,High,2,0,0,1
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.22,200.34,No,200.34,-108.12,4,New,High,2,1,0,0
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.38,1289.37,Yes,85.958,-4.578000000000003,2,Developing,High,2,0,0,0
Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.26,368.8,No,26.342857142857145,-2.0828571428571436,1,Developing,Low,2,0,0,0
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.58,99.64,No,24.91,0.6699999999999982,1,New,Low,1,0,0,0
Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,85.94,2401.86,No,92.37923076923077,-6.439230769230775,4,Established,High,2,0,0,1
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.71,1711.28,No,34.2256,-0.5155999999999992,2,Loyal,Low,0,1,0,0
Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,51.17,3588.78,No,51.26828571428572,-0.09828571428571564,3,Loyal,Medium,2,0,0,1
Female,1,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,83.58,3997.68,No,83.285,0.2950000000000017,3,Established,High,2,0,0,0
Female,1,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,91.68,1226.73,No,94.36384615384615,-2.6838461538461473,4,Developing,High,0,0,0,1
Male,0,No,No,27,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Credit card,37.71,959.74,No,35.54592592592593,2.1640740740740725,0,Established,Low,0,0,0,0
Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.38,625.51,Yes,28.43227272727273,-4.0522727272727295,1,Developing,Low,2,1,0,0
