Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.1,2998.26,1
Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.45,5628.69,0
Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,87.14,190.05,0
Female,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,78.83,4699.02,0
Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,32.28,373.21,0
Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.06,1593.91,0
Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,74.22,1997.09,0
Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.04,4224.09,1
Female,1,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,78.59,3556.31,0
Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.02,2622.49,0
Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,100.01,5767.52,0
Male,0,No,Yes,66,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,51.03,3266.28,0
Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,61.16,629.94,0
Male,0,No,Yes,28,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.06,1796.3,0
Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,66.71,2192.64,0
Female,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,56.63,242.05,0
Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,61.1,102.01,0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,31.19,73.62,0
Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,74.82,4367.64,0
Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.24,2829.02,0
Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer,86.47,4792.58,0
Female,0,No,No,61,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,77.26,4694.19,0
Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,89.75,375.9,0
Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.72,1565.77,0
Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.81,1354.41,0
Female,0,Yes,No,30,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer,67.72,2049.62,0
Female,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,43.97,3045.01,0
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer,86.96,1837.72,0
Male,1,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,80.09,5446.81,0
Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,89.04,3418.91,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.88,61.94,0
Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.88,5477.3,0
Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,52.91,180.43,0
Male,0,No,No,46,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,43.51,1851.48,0
Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.3,3164.46,0
Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.61,448.93,0
Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer,80.42,3115.92,0
Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.04,664.47,0
Male,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.64,707.8,1
Male,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card,82.32,3232.82,0
Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,96.39,335.82,0
Male,1,No,Yes,39,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,67.53,2703.13,0
Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.73,1533.05,1
Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,37.33,2237.49,0
Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,89.71,6182.61,0
Female,1,No,Yes,68,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card,47.36,3188.96,0
Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.72,5221.29,0
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,22.48,46.56,0
Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.48,3045.46,1
Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,26.45,473.79,0
Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,76.49,627.05,0
Female,1,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,36.67,1095.75,0
Male,1,No,No,31,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,81.01,2475.42,0
Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,34.97,756.64,0
Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,36.29,372.52,0
Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,35.1,1141.18,0
Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.44,321.28,0
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.67,318.71,1
Female,1,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,83.83,2760.53,0
Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.52,364.77,0
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,94.66,6575.24,0
Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,72.98,4429.1,0
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer,77.88,5217.12,0
Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.43,847.54,0
Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card,72.7,2622.97,0
Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.54,1935.46,0
Female,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.94,2701.06,1
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.5,1965.32,0
Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,26.83,1585.88,0
Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.68,2177.1,1
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.99,6742.8,0
Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,85.29,767.01,0
Female,0,Yes,No,51,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,69.55,3475.28,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.82,111.53,1
Female,0,Yes,No,66,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,50.91,3350.4,0
Male,0,Yes,Yes,26,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,52.64,1315.35,0
Female,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.64,170.73,0
Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.57,1767.95,0
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,95.17,6585.67,0
Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.55,2290.62,0
Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card,79.99,2870.2,0
Female,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,65.08,309.73,0
Male,0,No,No,17,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,66.15,1139.39,0
Female,0,No,No,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,60.32,258.06,0
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,60.98,227.26,0
Male,1,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,26.15,294.25,1
Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,81.3,3396.41,0
Male,1,Yes,No,56,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer,53.14,2964.11,0
Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,87.53,3702.11,1
Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,89.59,1343.73,0
Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,112.81,4886.83,0
Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,81.95,1387.93,0
Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card,80.17,2803.37,0
Male,1,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,77.02,4908.97,1
Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.94,956.0,0
Female,0,Yes,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.27,1387.87,0
Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,83.09,1657.2,0
Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.41,2140.69,0
Female,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.73,360.59,0
Female,0,No,No,12,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,58.56,734.12,0
Female,0,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.83,1920.36,0
Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.06,2423.2,0
Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.94,1180.64,0
Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,70.12,1227.89,1
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.25,5259.76,0
Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,82.46,4068.22,0
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.06,1833.13,0
Female,0,No,Yes,57,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,71.41,4175.91,0
Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,79.79,4413.26,0
Female,1,No,No,11,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,58.37,643.09,0
Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,32.18,1247.07,0
Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,84.65,5564.62,0
Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,74.71,531.79,0
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,40.05,1415.37,0
Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,98.91,1382.4,0
Female,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,30.34,1836.0,0
Female,1,Yes,No,68,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer,54.97,3680.83,0
Female,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,57.97,265.65,0
Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,99.01,5768.48,0
Female,0,Yes,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card,48.47,1292.83,0
Male,1,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,29.01,2093.81,0
Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card,76.78,227.62,0
Female,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,69.47,882.26,0
Male,0,No,Yes,52,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,75.09,3968.84,0
Male,0,Yes,No,57,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,79.84,4565.99,0
Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,78.33,454.81,0
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.54,749.47,1
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.97,793.69,0
Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,82.13,254.45,0
Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,36.37,1932.42,0
Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,73.63,3619.22,0
Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card,79.72,4289.11,0
Male,0,No,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer,75.11,2581.53,0
Female,0,No,No,47,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,68.48,3214.41,0
Male,1,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.57,2630.2,0
Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,24.51,1209.71,0
Female,0,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,65.78,2048.76,0
Female,0,Yes,No,47,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,84.7,3973.13,0
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,93.71,4368.82,0
Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.32,4026.71,0
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,88.87,5562.87,0
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,87.95,2337.45,0
Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card,86.77,5552.22,0
Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,36.73,138.54,1
Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer,87.85,3280.45,0
Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,79.19,2539.49,1
Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,30.62,1822.4,0
Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.91,197.26,0
Female,0,No,No,16,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card,57.57,810.93,0
Male,0,No,No,34,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,42.04,1382.2,0
Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,85.36,4755.09,0
Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,105.54,3655.47,0
Female,1,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,77.54,3525.63,1
Male,1,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card,43.57,624.11,0
Female,1,No,No,68,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,59.22,3975.65,0
Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,92.91,5274.21,0
Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card,49.21,326.97,0
Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,81.27,4119.75,0
Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.94,271.6,0
Female,0,No,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,71.53,2892.66,0
Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.81,1242.58,0
Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,35.04,2415.66,0
Female,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,83.63,545.82,0
Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,83.86,1737.02,0
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.34,1728.43,0
Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,81.46,1595.57,0
Female,1,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,88.55,4582.5,0
Female,0,Yes,Yes,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer,55.43,795.51,0
Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.76,998.06,1
Female,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,18.0,667.17,0
